1D Param1 3.35 0.2
1D Param2 8.94 0.3
1D Param3 9.08 0.32
2D Param1 2.190088 0.23
2D Param2 8.265684 0.43
2D Param3 8.309023 0.12
3D Param1 2.138534 0.34
3D Param2 8.290928 0.23
3D Param3 8.290928 0.34
3D+GPU Param1 1.026808 0.1
3D+GPU Param2 2.822546 0.02
3D+GPU Param3 2.752744 0.12

