OCL+GPU Param1 0.702564 0.023
OCL+GPU Param2 1.301214 0.012
OCL+GPU Param3 1.304950 0.10
OCL+GPU+OtmReg Param1 0.34 0.013
OCL+GPU+OtmReg Param2 0.50 0.002
OCL+GPU+OtmReg Param3 0.49 0.010
