OpenCL Param1 3.35 0.2
OpenCL Param2 9.078 0.3
OpenCL Param3 10.50 0.32
OpenCL+Compactação Param1 3.35 0.4
OpenCL+Compactação Param2 8.94 0.53
OpenCL+Compactação Param3 9.084475 0.22
