OCL Param1 1.480297 0.1
OCL Param2 5.436290 0.3
OCL Param3 5.486196 0.2
OCL+GPU Param1 0.756930 0.1
OCL+GPU Param2 1.458751 0.01
OCL+GPU Param3 1.518157 0.05
OCL+Simpl Param1 1.075262 0.1
OCL+Simpl Param2 3.444029 0.3
OCL+Simpl Param3 3.455369 0.2
OCL+Simpl+GPU Param1 0.771815 0.1
OCL+Simpl+GPU Param2 1.452659 0.01
OCL+Simpl+GPU Param3 1.456348 0.05
