OpenMP Param1 2.916425 0.1
OpenMP Param2 8.434525 0.2
OpenMP Param3 8.445337 0.12
OpenCL Param1 3.35 0.2
OpenCL Param2 9.078 0.3
OpenCL Param3 10.50 0.32
