O3 Param1 7.668021 0.46
O3 Param2 31.594860 0.236 
O3 Param3 31.627110 0.34
O3+OMP Param1 2.916425 0.1
O3+OMP Param2 8.434525 0.2
O3+OMP Param3 8.445337 0.12
O3+OMP+SemVector Param1 2.946091 0.1
O3+OMP+SemVector Param2 8.60464 0.15
O3+OMP+SemVector Param3 9.002937 0.12
