OCL+GPU Param1 0.771815 0.1
OCL+GPU Param2 1.452659 0.01
OCL+GPU Param3 1.456348 0.05
OCL+GPU+Const Param1 0.702564 0.023
OCL+GPU+Const Param2 1.301214 0.012
OCL+GPU+Const Param3 1.304950 0.10
