OCL Param1 2.138534 0.34
OCL Param2 8.290928 0.23
OCL Param3 8.290928 0.34
OCL+GPU Param1 1.026808 0.1
OCL+GPU Param2 2.822546 0.02
OCL+GPU Param3 2.752744 0.12
OCL+Inline Param1 1.480297 0.1
OCL+Inline Param2 5.436290 0.3
OCL+Inline Param3 5.486196 0.2
OCL+Inline+GPU Param1 0.756930 0.1
OCL+Inline+GPU Param2 1.458751 0.01
OCL+Inline+GPU Param3 1.518157 0.05
